KES	0m 00ch	0m 20ch	LN894
KGC	0m 00ch	0m 21ch	EA1310
KGC	0m 21ch	1m 00ch	MD155
KGW	5m 13ch	5m 25ch	EA1310
KGW	5m 25ch	5m 36ch	MD150
KHL	95m 50ch	100m 77ch	SC055
KID1	0m 00ch	1m 79ch	GW923
KIL1	104m 05ch	105m 10ch	LN742
KIL2	0m 00ch	2m 70ch	LN742
KJE1	40m 69ch	50m 29ch	SO590
KJE2	50m 40ch	51m 11ch	SO590
KJE3	9m 11ch	23m 73ch	SO590
KJW	29m 39ch	31m 69ch	MD545
KNE1	0m 00ch	14m 14ch	SC183
KNE2	14m 14ch	15m 39ch	SC183
KSH	54m 05ch	55m 28ch	SC035
KSL	97m 45ch	127m 00ch	LN3525
KWD	144m 31ch	145m 60ch	MD455
KWS	58m 20ch	68m 75ch	LN888
KYL	0m 19ch	63m 64ch	SC205
LAN1	242m 76ch	243m 08ch	GW626
LAS	243m 55ch	244m 43ch	GW629
LAV	82m 11ch	82m 39ch	SW119
LBC	0m 00ch	2m 12ch	SO510
LBE1	0m 02ch	6m 49ch	LN852
LBE2	190m 24ch	190m 60ch	LN852
LBE3	190m 60ch	191m 30ch	LN852
LBE4	191m 30ch	191m 78ch	LN852
LBW	0m 00ch	8m 67ch	SO510
LBW	8m 67ch	9m 69ch	SO512
LCH	5m 74ch	14m 34ch	SO330
LCJ	152m 36ch	152m 79ch	LN155
LCN	13m 39ch	17m 18ch	NW6013
LEC1	-0m 03ch	83m 18ch	MD101
LEC2	83m 18ch	119m 20ch	MD101
LEC2	119m 20ch	133m 04ch	NW1001
LEC3	133m 04ch	133m 60ch	NW1001
LEC4	133m 60ch	157m 20ch	NW1001
LEC5	157m 20ch	159m 00ch	NW1001
LEC6	137m 42ch	139m 64ch	NW5008
LED	131m 06ch	135m 73ch	LN3240
LEE	0m 00ch	0m 29ch	SO312
LEH1	0m 12ch	14m 60ch	LN838
LEH2	14m 60ch	15m 20ch	LN838
LEH3	15m 20ch	17m 24ch	LN838
LEJ	18m 10ch	22m 15ch	SW205
LEL	46m 11ch	46m 36ch	MD580
LEN2	0m 00ch	0m 36ch	LN626
LEN3	43m 00ch	101m 59ch	LN627
LFS1	101m 01ch	101m 17ch	SC047
LFS2	0m 61ch	1m 19ch	SC047
LGS1	25m 65ch	30m 49ch	SC073
LGS2	30m 49ch	42m 07ch	SC073
LHL	0m 00ch	0m 77ch	NW7011
LHS1	0m 00ch	2m 20ch	SC151
LIJ	8m 51ch	8m 72ch	GW640
LIL	6m 74ch	8m 67ch	GW640
LJT1	0m 30ch	27m 53ch	NW3015
LLA	0m 00ch	18m 17ch	GW910
LLG	0m 12ch	2m 59ch	MD166
LLI	157m 71ch	158m 73	NW1017
LLJ	0m 00ch	3m 14ch	NW3017
LLL	6m 13ch	6m 29ch	SO334
LLP1	28m 58ch	29m 72ch	LN627
LLP2	42m 21ch	42m 79ch	LN627
LLP3	0m 00ch	0m 69ch	LN627
LLS1	0m 15ch	0m 59ch	EA1350
LLS2	0m 51ch	0m 65ch	EA1340
LNK	0m 00ch	2m 45ch	SC009
LOC	3m 39ch	3m 78ch	SO286
LOF	277m 54ch	281m 59ch	GW650
LOO	0m 19ch	6m 66ch	GW640
LOO	6m 66ch	7m 20ch	GW642
LRK	0m 00ch	3m 00ch	SC024
LSC1	106m 25ch	107m 06ch	MD405
LSC2	0m 00ch	8m 45ch	MD405
LSN	0m 00ch	0m 27ch	LN3249
LSS	40m 58ch	41m 18ch	MD570
LTC	3m 34ch	3m 57ch	SO284
LTH	6m 20ch	6m 40ch	SO653
LTN1	0m 00ch	9m 00ch	EA1010
LTN1	9m 00ch	68m 59ch	EA1011
LTN1	68m 59ch	113m 68ch	EA1012
LTN2	123m 00ch	114m 77ch	EA1013
LTV	0m 00ch	0m 22ch	MD355
LUD1	66m 26ch	67m 61ch	SW117
LUD2	0m 00ch	5m 71ch	SW117
LVT	5m 29ch	5m 57ch	SO332
MAC3	33m 35ch	41m 68ch	LN750
MAC3	46m 18ch	112m 40ch	LN736
MAH	59m 46ch	70m 61ch	EA1120
MAI	41m 34ch	41m 64ch	GW740
MAJ	6m 11ch	33m 57ch	NW6003
MAS	153m 73ch	154m 20ch	LN807
MAS	154m 20ch	174m 01ch	NW9001
MAX	0m 00ch	3m 01ch	SC033
MBW1	0m 00ch	10m 54ch	LN634
MBW2	11m 61ch	29m 66ch	LN634
MBW3	24m 44ch	30m 61ch	LN634
MCH	0m 00ch	9m 37ch	NW5009
MCJ1	200m 66ch	205m 77ch	MD701
MCJ1	197m 05ch	200m 66ch	MD710
MCJ2	9m 13ch	25m 21ch	MD711
MCJ2	25m 21ch	38m 13ch	MD712
MCJ2	38m 13ch	44m 48ch	MD725
MCJ2	38m 13ch	44m 48ch	MD726 from 6 May 2023
MCJ3	87m 06ch	92m 49ch	LN3237
MCJ3	156m 72ch	161m 50ch	MD725
MCJ3	156m 72ch	161m 50ch	MD726 from 6 May 2023
MCJ4	0m 00ch	0m 41ch	MD725
MCJ4	0m 00ch	0m 41ch	MD726 from 6 May 2023
MCL	0m 66ch	3m 73ch	LN3213
MCL	3m 73ch	4m 06ch	LN3201
MDE	0m 00ch	0m 31ch	SC017
MDL1	32m 16ch	42m 03ch	LN860
MDL2	42m 03ch	42m 25	LN860
MDN	-0m 06ch	0m 40ch	SC015
MDW	91m 08ch	91m 50ch	SC019
MEB1	0m 00ch	3m 37ch	LN105
MEN1	0m 19ch	0m 70ch	SC031
MEN2	0m 00ch	0m 19ch	SC031
MEW1	61m 08ch	61m 12ch	LN874
MEW2	0m 01ch	1m 12ch	LN874
MGE	6m 19ch	9m 35ch	SC133
MLG1	0m 05ch	1m 27ch	SC145
MLG2	0m 00ch	39m 39ch	SC145
MGW	6m 27ch	7m 65ch	LN804
MHH	0m 00ch	4m 01ch	NW4017
MHL1	5m 60ch	6m 11ch	SC155
MHL2	0m 28ch	1m 40ch	SC155
MHL3	0m 00ch	0m 19ch	SC155
MHY	6m 30ch	7m 08ch	SC165
MIA	0m 00ch	1m 51ch	NW5007
MIL	280m 70ch	284m 71ch	GW960
MIN	164m 60ch	165m 20ch	GW602
MIR1	0m 00ch	2m 21ch	NW8011
MIR2	0m 69ch	1m 72ch	NW8011
MIR2	1m 60ch	3m 46ch	NW8013
MIS	79m 78ch	81m 59ch	SW147
MJI1	156m 19ch	160m 16ch	MD810
MJI2	160m 29ch	162m 25ch	MD810
MJS1	127m 27ch	127m 77ch	LN3520
MJS1	129m 79ch	131m 15ch	LN3515
MJT1	124m 22ch	125m 55ch	LN3252
MJT2	125m 55ch	130m 51ch	LN3252
MKB1	0m 00ch	0m 34ch	LN886
MKB2	175m 72ch	176m 38ch	LN886
MLA	0m 00ch	0m 70ch	SC1150
MLE	0m 09ch	0m 28ch	SC157
MLG1	0m 00ch	1m 27ch	SC145
MLG2	0m 00ch	39m 39ch	SC145
MLN1	35m 40ch	36m 17ch	SW210
MLN1	0m 00ch	64m 40ch	GW103
MLN1	64m 40ch	154m 12ch	GW105
MLN1	154m 12ch	246m 29ch	GW108
MLN2	247m 42ch	256m 38ch	GW108
MLN3	256m 40ch	305m 65ch	GW108
MLN4	305m 67ch	326m 50ch	GW108
MOA	0m 00ch	0m 38ch	GW834
MOB	0m 00ch	4m 46ch	GW618
MPC	10m 11ch	14m 32ch	SW185
MPR1	1m 30ch	2m 17ch	NW7001
MPR2	2m 17ch	3m 05ch	NW7019
MPR2	2m 17ch	6m 15ch	NW7019
MPR3	6m 15ch	14m 27ch	NW7019
MRB	29m 20ch	40m 01ch	LN858
MRB	40m 01ch	40m 27ch	LN852
MRH	9m 78ch	11m 02ch	NW9009
MRJ	198m 64ch	199m 20ch	GW888
MRL1	5m 51ch	8m 26ch	SC115
MRL2	4m 40ch	5m 67ch	SC115
MSK	0m 00ch	0m 08ch	SC075
MSM	0m 00ch	2m 12ch	NW4011
MSW	81m 67ch	82m 18ch	SO245
MTL1	0m 11ch	4m 65ch	SC177
MTL2	6m 48ch	7m 34ch	SC177
MVE1	1m 55ch	10m 40ch	NW6001
MVE1	0m 00ch	1m 55ch	NW6005
MVE2	10m 40ch	25m 31ch	NW6001
MVL1	1m 30ch	7m 46ch	NW7021
MVL2	7m 46ch	7m 74ch	NW7021
MVL3	7m 74ch	15m 11ch	NW7021
MVL3	15m 11ch	28m 39ch	LN860
MVL4	28m 39ch	30m 61ch	LN860
MVM	0m 00ch	1m 30ch	NW7001
MVN1	0m 09ch	2m 30ch	NW7003
MVN2	19m 61ch	50m 31ch	LN854
MVN2	2m 17ch	22m 62ch	NW7001
MWB	0m 00ch	2m 54ch	GW185
MWJ	0m 00ch	0m 31ch	LN708
MWL	0m 00ch	0m 13ch	EA1570
MWN	107m 69ch	108m 73ch	LN740
MWY	0m 00ch	0m 69ch	GW873
MYC	0m 00ch	0m 69ch	MD233
NAB	0m 00ch	10m 10ch	GW893
NAJ1	0m 00ch	6m 31ch	MD701
NAJ2	0m 00ch	33m 69ch	MD701
NAJ3	0m 00ch	18m 29ch	MD701
NAY	5m 73ch	18m 29ch	EA1500
NBB	9m 51ch	10m 04ch	SO335
NBE	25m 00ch	25m 18ch	SC123
NBE	25m 18ch	35m 21ch	SC111
NBK	18m 15ch	22m 22ch	SC149
NBS	0m 00ch	4m 06ch	NW5008
NBS1	2m 50ch	3m 56ch	NW5008
NCS	6m 21ch	6m 43ch	SO331
NDE1	3m 36ch	5m 72ch	SC161
NDE2	5m 72ch	6m 52ch	SC159
NDN	179m 26ch	211m 31ch	GW606
NEC1	0m 48ch	5m 28ch	LN682
NEC2	3m 78ch	58m 00ch	LN682
NEC2	58m 00ch	59m 26ch	NW9909
NEC2	59m 26ch	60m 03ch	NW9901
NEK	0m 00ch	3m 20ch	LN628
NEM1	11m 60ch	25m 00ch	SC123
NEM2	0m 00ch	11m 60ch	SC123
NEM3	0m 00ch	4m 63ch	SC123
NEM4	0m 00ch	0m 74ch	SC123
NEM5	5m 57ch	13m 40ch	SC123
NEM6	113m 46ch	116m 00ch	SC123
NEM7	15m 51ch	24m 31ch	SC123
NEN1	0m 11ch	0m 73ch	LN622
NEW	282m 16ch	302m 51ch	GW660
NFE	8m 67ch	18m 57ch	SO510
NGC	0m 00ch	0m 61ch	LN3645
NGD	0m 00ch	0m 25ch	NW9911
NGJ	0m 00ch	0m 53ch	NW1021
NGL	13m 21ch	29m 59ch	SW200
NHB	56m 55ch	57m 31ch	SO625
NJN	6m 24ch	6m 56ch	MD715
NKE1	3m 27ch	3m 39ch	EA1330
NKE2	9m 34ch	9m 64ch	SW242
NKL	4m 23ch	17m 05ch	SO290
NLF	0m 00ch	1m 42ch	LN684
NLL	159m 60ch	160m 25ch	GW784
NLP	2m 76ch	3m 34ch	GW878
NMA	9m 59ch	10m 18ch	MD232
NMB	32m 42ch	34m 02ch	NW8007
NMC1	172m 16ch	177m 40ch	NW9001
NMC1	177m 40ch	181m 14ch	NW9017
NMC2	181m 14ch	181m 71ch	NW9017
NMH	0m 29ch	0m 59ch	MD175
NML	0m 47ch	0m 49ch	GW784
NMM	34m 02ch	34m 40ch	NW8007
NMS1	9m 68ch	14m 53ch	SW190
NMS2	12m 56ch	18m 73ch	SW190
NNH	100m 77ch	108m 45ch	SC053
NNJ	8m 37ch	8m 64ch	NW3031
NOB1	16m 02ch	32m 00ch	LN206
NOB1	1m 04ch	16m 02ch	LN3625
NOB2	32m 00ch	32m 70ch	LN206
NOB3	12m 55ch	41m 26ch	LN200
NOC	5m 41ch	23m 57ch	LN854
NOG1	106m 08ch	113m 78ch	LN195
NOG1	113m 78ch	125m 25ch	LN3635
NOG2	2m 35ch	2m 54ch	LN3635
NOL	0m 29ch	23m 41ch	EA1470
NOP1	0m 25ch	4m 20ch	LN756
NPF	283m 10ch	283m 31ch	GW990
NPF	283m 31ch	287m 52ch	GW900
NSA	50m 01ch	50m 43ch	SW123
NSE	0m 00ch	0m 21ch	LN210
NSS	1m 40ch	30m 09ch	LN3505
NSS	0m 00ch	1m 40ch	NW5012
NTE	0m 00ch	0m 24ch	EA1120
NTL	6m 09ch	7m 53ch	SO270
NTL	6m 09ch	7m 53ch	SO330
NUJ1	158m 77ch	159m 33ch	LN736
NUJ2	41m 68ch	43m 23ch	LN736
NWE	0m 00ch	0m 29ch	LN648
NWN	0m 00ch	0m 56ch	GW780
NWO	0m 00ch	10m 18ch	MD555
OAJ	48m 76ch	49m 41ch	LN884
OBN1	0m 00ch	0m 44ch	SC143
OBN2	30m 23ch	71m 44ch	SC143
OCD	190m 05ch	190m 34ch	NW6004
OGM	0m 00ch	0m 24ch	GW875
OJS	17m 46ch	26m 61ch	SO145
OLW	190m 28ch	191m 10ch	NW6001
OME3	0m 10ch	0m 52ch	NW2029
OSC	181m 71ch	183m 04ch	LN886
OVE	0m 00ch	7m 40ch	GW877
OWW	66m 32ch	112m 00ch	GW310 from 27 March 2021
OWW	66m 32ch	117m 26ch	GW310 to 26 March 2021
OWW	112m 00ch	117m 26ch	MD910 from 27 March 2021
OWW	117m 26ch	126m 21ch	GW300 to 26 March 2021
OWW	117m 26ch	126m 21ch	MD900 from 27 March 2021
OWW	126m 21ch	130m 40ch	GW370 to 26 March 2021
OWW	126m 21ch	142m 51ch	MD430 from 27 March 2021
OWW	130m 40ch	142m 51ch	MD430 to 26 March 2021
OWW	142m 51ch	146m 13ch	MD450
OXC	0m 00ch	1m 02ch	MD805
OXD	0m 64ch	18m 40ch	MD735
OXD	18m 40ch	30m 09ch	GW276
OXD	0m 64ch	29m 25ch	MD736
OXD	29m 25ch	30m 09ch	GW277
OXO	0m 00ch	0m 78ch	LN774
OXW	0m 00ch	10m 15ch	NW4019
PAA1	29m 31ch	36m 75ch	SW120
PAA2	39m 22ch	49m 24ch	SW120
PAC	0m 00ch	0m 38ch	GW5401
PAR	281m 57ch	282m 16ch	GW660
PAT	14m 77ch	19m 71ch	SO660
PBJ	0m 00ch	15m 32ch	MD320
PBL	0m 00ch	0m 29ch	MD325
PBN	0m 40ch	17m 49ch	NW4005
PBS1	132m 76ch	138m 79ch	LN3273
PBS2	137m 11ch	140m 44ch	LN3273
PBS3	140m 44ch	143m 00ch	LN3273
PDB	0m 00ch	1m 52ch	NW4003
PDL	97m 64ch	98m 15ch	LN629
PED1	28m 37ch	29m 13ch	LN862
PED2	0m 00ch	6m 43ch	LN862
PED2	6m 43ch	7m 50ch	LN868
PED4	15m 37ch	15m 64ch	LN826
PED5	15m 64ch	22m 57ch	LN826
PEF	2m 38ch	3m 06ch	LN892
PEH	0m 00ch	13m 42ch	LN862
PEM	259m 01ch	286m 21ch	GW950
PEM	259m 01ch	286m 21ch	CY1540
PJL	0m 00ch	0m 36ch	NW2019
PJW	0m 00ch	1m 59ch	MD365
PLG1	100m 65ch	101m 15ch	LN676
PLG2	0m 00ch	0m 21ch	LN676
PLO	0m 00ch	0m 34ch	GW628
PLO	0m 00ch	0m 18ch	GW630
PMJ	0m 00ch	13m 60ch	LN3615
PMJ	13m 60ch	16m 71ch	LN147
PMJ	16m 71ch	22m 70ch	LN101
PMT	21m 20ch	25m 79ch	SC109
PMT	25m 79ch	26m 35ch	SC110
PNS	0m 00ch	0m 30ch	SC106
POC1	0m 00ch	3m 25ch	LN652
POC2	3m 25ch	5m 21ch	LN652
POD	120m 28ch	129m 43ch	GW548
POR	0m och	2m 44ch	GW877
PPA1	1m 58ch	3m 53ch	NW7025
PPA2	0m 00ch	0m 57ch	NW7025
PPH	49m 43ch	50m 48ch	SO635
PPP1	2m 13ch	2m 39ch	NW7027
PPP2	0m 00ch	0m 19ch	NW7027
PPW	5m 09ch	8m 47ch	SW225
PRA	42m 31ch	49m 35ch	MD720
PRG	0m 00ch	1m 45ch	NW7015
PSE	143m 00ch	154m 30ch	LN768
PSF	15m 07ch	15m 31ch	SO302
PSR1	21m 39ch	21m 47ch	NW1027
PSR2	0m 00ch	0m 40ch	NW1027
PTA	13m 41ch	15m 01ch	GW820
PTD	0m 56ch	0m 70ch	GW877
PTH	0m 00ch	1m 12ch	GW864
PUL	97m 64ch	98m 04ch	LN630
PVS	9m 59ch	10m 61ch	MD232
PWS1	34m 74ch	44m 56ch	SO180
PWS2	31m 16ch	42m 41ch	SO180
PYE1	106m 44ch	106m 73ch	LN740
PYE2	0m 00ch	4m 33ch	LN740
PYE3	4m 33ch	4m 79ch	LN740
RAC	125m 55ch	136m 66ch	LN3255
RAD	0m 26ch	4m 41ch	GW840
RBS1	83m 18ch	112m 73ch	MD301
RBS2	0m 05ch	14m 43ch	MD301
RBS3	15m 32ch	23m 30ch	MD301
RBS3	23m 30ch	28m 50ch	NW1002
RBY	12m 28ch	19m 35ch	EA1510
RCB	0m 00ch	6m 34ch	SC099
RCB	6m 34ch	7m 03ch	SC101
RDB	0m 00ch	0m 69ch	NW2003
RDG1	0m 00ch	3m 74ch	SW100
RDG1	3m 74ch	36m 35ch	SW210
RDG2	61m 72ch	68m 68ch	SW210
RDG2	68m 00ch	68m 68ch	GW210
RDO	0.228km	1.409km	SO400
REB2	0m 48ch	0m 67ch	LN624
REB4	-0m 04ch	0m 28ch	LN624
RED1	14m 24ch	15m 02ch	SO500
RED2	16m 66ch	23m 16ch	SO500
RFM	36m 13ch	36m 74ch	GW225
RFR	36m 25ch	36m 68ch	GW225
RHD1	0m 02ch	1m 00ch	SC175
RHD2	1m 00ch	1m 21ch	SC175
RIC1	0m 00ch	1m 06ch	SC037
RIC2	1m 75ch	2m 20ch	SC037
RLL	35m 38ch	35m 61ch	GW195
RNC	0m 00ch	0m 29ch	SC027
RNJ	67m 76ch	68m 35ch	SW210
RNJ	67m 76ch	68m 35ch	SW217
RNJ	68m 00ch	68m 35ch	GW190
ROC	168m 20ch	168m 61ch	GW790
ROU	0m 00ch	3m 30ch	EA1040
RPE	8m 34ch	14m 27ch	SW180
RRN1	0m 00ch	7m 20ch	MD345
RRN2	7m 20ch	14m 00ch	MD345
RRN2	14m 00ch	14m 69ch	NW1004
RSB	19m 16ch	20m 23ch	GW8901
RSC	7m 24ch	7m 60ch	LN828
RSJ	22m 46ch	41m 60ch	SO560
RSJ	35m 21ch	41m 60ch	SW300
RSL1	6m 34ch	6m 59ch	SC099
RSL2	0m 00ch	0m 34ch	SC099
RSW	117m 56ch	118m 01ch	SC203
RTJ1	18m 16ch	23m 31ch	SW150
RTJ2	80m 35ch	96m 05ch	SW150
RTR1	36m 36ch	36m 64ch	GW505
RTS	0m 00ch	0m 79ch	MD180
RTT	22m 51ch	42m 09ch	SO550
RUB1	0m 00ch	1m 08ch	LN790
RUB2	1m 08ch	4m 39ch	LN794
RUC1	0m 00ch	2m 10ch	LN796
RUD	87m 06ch	92m 49ch	LN3237
RVC	0m 00ch	0m 48ch	SO260
RVS1	0m 00ch	0m 04ch	SC139
RVS2	109m 05ch	109m 49ch	SC139
RWC	0m 00ch	0m 43ch	GW220
RYH1	178m 33ch	179m 44ch	NW9011
RYH2	6m 16ch	8m 74ch	NW9011
SAA	0m 00ch	8m 14ch	SC181
SAA	0m 00ch	8m 14ch	SC121
SAC	234m 42ch	307m 14ch	NW9901
SAG	0m 00ch	0m 52ch	MD575
SAJ	0m 00ch	2m 08ch	NW5021
SAL	110m 09ch	115m 40ch	GW5001
SAL	110m 09ch	132m 33ch	SW170
SAN	0m 00ch	1m 16ch	LN754
SAR1	2m 52ch	3m 17ch	EA1310
SAR2	9m 76ch	12m 39	EA1310
SAS	0m 00ch	2m 61ch	MD315
SAW	0m 00ch	3m 43ch	GW425
SBA1	0m 00ch	16m 22ch	GW733
SBA2	31m 23ch	95m 60ch	GW733
SBF	205m 54ch	208m 50ch	LN928
SBH1	0m 00ch	5m 12ch	NW2023
SBH2	5m 12ch	5m 66ch	NW2023
SBH3	5m 66ch	12m 54ch	NW2023
SBJ	17m 46ch	58m 61ch	SO140
SBK1	146m 76ch	147m 02ch	GW705
SBK2	0m 00ch	0m 73ch	GW705
SBL1	10m 20ch	11m 17ch	NW4033
SBR	32m 11ch	55m 26ch	LN125
SBO	5m 00ch	35m 34ch	SC164
SBR	47m 60ch	55m 25ch	EA1230
SCB	140m 34ch	141m 55ch	MD282
SCC	3m 17ch	3m 39ch	SW219
SCD	0m 00ch	0m 28ch	LN756
SCG	0m 29ch	0m 44ch	NW4025
SCL	0m 00ch	0m 22ch	MD330
SCM1	89m 51ch	91m 08ch	SC093
SCM2	91m 08ch	94m 05ch	SC093
SCM3	106m 63ch	123m 40ch	SC119
SCM3	94m 05ch	106m 63ch	SC093
SCM4	123m 40ch	150m 61ch	SC119
SCM5	0m 36ch	21m 01ch	SC119
SCN	0m 00ch	0m 54ch	NW2017
SCP	6m 41ch	7m 61ch	SO710
SCQ1	0m 00ch	3m 51ch	NW5010
SCQ2	0m 00ch	6m 65ch	NW5010
SCQ3	0m 00ch	7m 77ch	NW5010
SCR	23m 03ch	24m 06ch	NW2005
SCT1	0m 24ch	4m 49ch	NW2027
SCT2	4m 49ch	5m 53ch	NW2027
SCU1	11m 29ch	21m 35ch	SO530
SCU1	21m 35ch	46m 08ch	SO540
SDC	3m 76ch	7m 14ch	EA1280
SDG	0m 00ch	0m 40ch	SC083
SDI1	206m 14ch	208m 49ch	GW890
SDI2	0m 00ch	10m 64ch	GW890
SDJ2	10m 06ch	18m 55ch	NW2009
SDP1	1m 48ch	14m 15ch	SW140
SDP2	84m 10ch	91m 01ch	SW140
SDS	288m 26ch	293m 52ch	GW672
SEC	0m 00ch	0m 32ch	LN908
SEJ1	0m 00ch	0m 23ch	SO150
SEJ2	44m 13ch	51m 19ch	SO150
SEL	161m 24ch	161m 63ch	LN810
SEN	0m 00ch	0m 17ch	LN3234
SES	0m 00ch	2m 44ch	LN652
SFO	19m 30ch	19m 47ch	NW7006
SGN	0m 00ch	0m 42ch	SC103
SGN	0m 42ch	2m 58ch	SC129
SHB	161m 52ch	173m 48ch	LN868
SHF	12m 28ch	12m 56ch	SW193
SHG	13m 20ch	14m 30ch	LN878
SHL	0m 11ch	52m 19ch	GW730
SHR	86m 63ch	87m 43ch	SC013
SHS1	6m 04ch	7m 16ch	NW2025
SHW	153m 71ch	154m 36ch	LN782
SIL	0m 32ch	0m 69ch	NW8003
SIV	320m 77ch	325m 13ch	GW690
SIZ	91m 40ch	95m 79ch	EA1520
SJB	22m 38ch	22m 54ch	LN832
SJC	0m 31ch	9m 45ch	NW9903
SJD	0m 00ch	0m 33ch	NW3023
SJM1	167m 03ch	167m 15ch	LN826
SJM2	15m 04ch	15m 37ch	LN826
SJO1	33m 16ch	34m 75ch	NW8005
SJO2	3m 20ch	12m 15ch	NW8005
SJS	142m 20ch	142m 78ch	MD445
SJT1	22m 26ch	25m 60ch	MD460
SKA	0m 00ch	0m 61ch	LN842
SKM	0m 05ch	0m 57ch	LN824
SKN	41m 18ch	46m 42ch	MD570
SKS1	220m 64ch	222m 68ch	LN930
SKS2	0m 00ch	7m 09ch	LN930
SKW1	221m 68ch	230m 00ch	LN922
SKW1	230m 00ch	234m 42ch	NW9901
SKW1	234m 42ch	249m 44ch	NW9903
SLJ	6m 06ch	6m 38ch	SO685
SMA	1m 10ch	1m 48ch	NW5005
SMJ1	166m 56ch	168m 64ch	LN804
SMJ2	0m 00ch	17m 15ch	LN804
SMJ3	15m 07ch	16m 69ch	LN804
SMS1	0m 00ch	3m 06ch	SO700
SMS2	7m 20ch	12m 43ch	SO700
SNJ	0m 00ch	8m 37ch	NW3029
SNS	6m 16ch	6m 42ch	SO685
SNW	1m 34ch	3m 42ch	LN180
SOB1	0m 00ch	0m 63ch	EA1540
SOB2	1m 54ch	12m 33ch	EA1540
SOT	0m 00ch	1m 51ch	LN656
SOY	78m 15ch	79m 04ch	SW145
SPC1	0m 12ch	49m 65ch	LN3201
SPC2	49m 65ch	64m 78ch	LN3201
SPC3	65m 11ch	95m 38ch	LN3201
SPC4	95m 47ch	98m 73ch	LN3201
SPC5	98m 73ch	118m 60ch	LN3201
SPC6	118m 65ch	128m 13ch	LN3201
SPC7	128m 13ch	128m 23ch	LN3201
SPC8	127m 54ch	147m 69ch	LN3201
SPC9	142m 10ch	143m 12ch	LN3207
SPC9	142m 10ch	146m 59ch	LN3201
SPD1	44m 07ch	62m 14ch	LN170
SPD2	62m 14ch	81m 25ch	LN170
SPD3	81m 25ch	98m 68ch	LN170
SPD4	98m 68ch	115m 72ch	LN170
SPD5	115m 72ch	116m 20ch	LN170
SPD5	116m 20ch	117m 46ch	LN150
SPW	1m 29ch	1m 54ch	LN918
SSC	7m 57ch	8m 10ch	SO682
SSE	0m 00ch	0m 43ch	LN175
SSJ1	119m 62ch	127m 27ch	LN3520
SSJ2	127m 77ch	132m 12ch	LN3520
SSK1	27m 05ch	34m 29ch	LN642
SSK2	34m 29ch	38m 50ch	LN642
SSL	0m 00ch	0m 13ch	EA1300
SSP	0m 39ch	2m 75ch	MD325
SSP	0m 00ch	0m39ch	MD335
SSS	3m 43ch	3m 69ch	GW425
SSV	20m 22ch	41m 42ch	EA1050
STA	13m 31ch	16m 00ch	GW182
STB	53m 14ch	53m 76ch	EA1100
STD	0m 00ch	2m 70ch	GW317
STF	0m 00ch	10m 72ch	LN646
STO	126m 21ch	130m 25ch	GW300 to 26 March 2021
STO	126m 21ch	130m 25ch	MD900 from 27 March 2021
STR1	40m 49ch	61m 60ch	SC059
STR2	0m 00ch	30m 67ch	SC059
STR3	46m 54ch	53m 05ch	SC059
STR4	53m 05ch	54m 05ch	SC059
STS	51m 11ch	58m 77ch	SO610
STY	0m 00ch	9m 44ch	NW5003
SUB1	3m 30ch	4m 00ch	SC163
SUB2	0m 11ch	0m 45ch	SC169
SUB2	0m 45ch	6m 30ch	SC165
SUB2	6m 30ch	6m 69ch	SC163
SUD	46m 56ch	58m 32ch	EA1080
SUT1	243m 67ch	244m 45ch	GW628
SUT2	244m 41ch	244m 60ch	GW628
SWA	214m 65ch	216m 08ch	GW9001
SWB	83m 09ch	112m 69ch	GW600
SWE	19m 06ch	25m 48ch	SW250
SWL	0m 00ch	0m 53ch	GW906
SWM1	77m 35ch	106m 74ch	GW480
SWM2	113m 03ch	113m 54ch	GW690
SWM2	113m 54ch	149m 14ch	GW700
SWM2	113m 54ch	149m 14ch	CY240
SWM2	148m 49ch	271m 08ch	GW900
SWM2	271m 08ch	280m 70ch	GW960
SWP	0m 00ch	0m 45ch	LN772
SWY	81m 16ch	94m 44ch	GW500
SYC	0m 00ch	2m 60ch	NW1007
SYC	2m 60ch	32m 29ch	GW735
SYE	8m 43ch	9m 63ch	SC097
TAD	0m 00ch	2m 15ch	GW990
TAH1	2m 42ch	5m 73ch	EA1370
TAH2	5m 73ch	11m 79ch	EA1370
TAH3	11m 79ch	13m 42ch	EA1370
TAH4	13m 12ch	13m 62ch	EA1370
TAT	15m 23ch	23m 37ch	SO670
TBD	13m 53ch	19m 59ch	GW820
TBH1	29m 28ch	59m 74ch	SO520
TBH2	19m 03ch	37m 25ch	SO520
TCC	119m 67ch	142m 10ch	LN3207
TCW1	169m 16ch	174m 11ch	LN910
TEN	0m 00ch	0m 49ch	EA1220
TES	0m 00ch	0m 30ch	LN3228
TFN	0m 00ch	2m 13ch	EA1450
THA	15m 15ch	18m 45ch	GW260
THL	119m 17ch	121m 36ch	LN3261
THN	26m 41ch	30m 44ch	EA1420
THO	0m 00ch	6m 24ch	GW430
THT	13m 03ch	24m 04ch	GW835
TJC1	146m 59ch	146m 64ch	LN3201
TJC1	146m 64ch	160m 47ch	LN804
TJC2	160m 47ch	163m 74ch	LN804
TJC3	161m 77ch	168m 64ch	LN804
TJC3	175m 78ch	183m 04ch	LN886
TJC3	184m 56ch	185m 73ch	LN854
TJC3	185m 73ch	195m 20ch	LN872
TJC3	195m 20ch	195m 52ch	LN840
